PASSENGER_CAPACITY,BASE_COST/FLIGHT,FUEL_COST/MILE,TOTAL_FLIGHTS,COST/PASSANGER,GATE_COST/FLIGHT,FEE_COST/FLIGHT,TOTAL_COST/FLIGHT
368.0,7341.16,33.0,766.0,71.9418503093427,2782.4758877284503,27.463146214099222,26474.600913838116
368.0,7641.26,33.1,829.0,71.57233236744112,2921.42469240048,12.499047044632078,26338.61831121833
368.0,7316.62,33.5,847.0,71.4492612353062,3020.1905903187694,19.510035419126318,26293.32813459268
368.0,7787.16,33.9,649.0,69.84757427815366,2937.6298305084642,52.49399075500774,25703.907334360545
368.0,7174.47,32.7,46.0,68.33102611058604,3330.681086956524,-20.64391304347826,25145.81760869566
368.0,7035.07,31.6,652.0,68.21411680614827,2888.3976226993755,55.91515337423314,25102.794984662567
368.0,7687.87,34.1,649.0,68.12869607087825,2929.302403697986,18.145885978428357,25071.360154083195
368.0,7307.3,30.7,347.0,67.65644945808796,3963.475273775218,301.3978386167146,24897.57340057637
368.0,7571.83,31.1,636.0,63.836231243163766,2928.4810377358367,28.547971698113198,23491.733097484266
368.0,7119.04,33.9,713.0,61.91504935514357,2841.8821458625393,-0.8515568022440435,22784.738162692836
368.0,7799.0,34.1,761.0,58.90166585728159,2840.275190538755,82.28541392904071,21675.81303547962
368.0,7473.87,31.3,62.0,58.69268495792428,3222.318387096776,140.8058064516129,21598.908064516138
368.0,7637.68,33.9,775.0,58.09827689340811,2728.2343870967675,30.727122580645172,21380.165896774186
368.0,7412.84,33.9,614.0,56.87153151996882,2823.798892508136,31.862980456026058,20928.723599348526
368.0,7095.66,30.7,823.0,43.601747583073504,2811.00970838393,19.482247873633057,16045.44311057105
368.0,7406.9,31.8,868.0,43.49012829342808,2941.526693548353,7.621624423963136,16004.367211981533
368.0,7691.3,33.1,989.0,40.90411518551888,2966.2329019211,8.629514661274014,15052.714388270948
368.0,6904.66,31.2,1011.0,35.24482867801999,2947.223778437173,-4.084688427299702,12970.09695351136
200.0,4386.62,31.5,711.0,407.8211964838256,3531.6869198312306,21.672630098452874,81564.23929676512
200.0,4469.34,31.2,709.0,405.7453777150917,3470.5857545839253,-2.24928067700987,81149.07554301833
200.0,4387.25,29.6,671.0,384.0110034277198,3499.5646050670607,8.977660208643817,76802.20068554395
200.0,4218.3,28.6,633.0,376.55464739336486,3513.0061137440634,59.002669826224334,75310.92947867297
200.0,4181.19,28.6,661.0,373.9090507564296,3445.2908169440157,15.777730711043878,74781.81015128593
200.0,4501.54,31.6,245.0,345.80635469387767,3547.1647346938994,321.541306122449,69161.27093877553
200.0,4161.77,29.2,338.0,339.38769215976333,2974.2614497041436,155.64621301775148,67877.53843195266
200.0,4145.26,28.9,266.0,334.5238259398496,2908.187932330829,84.22725563909773,66904.76518796993
200.0,4194.91,30.6,270.0,333.9268005555557,3729.565222222248,329.1948888888889,66785.36011111113
200.0,4392.95,30.1,179.0,314.44889329608947,3920.5777653631417,303.96458100558664,62889.7786592179
200.0,4042.33,28.8,193.0,311.0158095854923,3891.9105699482,352.96740932642484,62203.16191709846
200.0,4486.71,28.4,642.0,299.68017274143284,3606.276323987512,138.8099376947041,59936.03454828657
200.0,4233.48,29.6,755.0,298.63828774834417,3641.615483443668,170.583523178808,59727.65754966884
200.0,4099.98,29.1,49.0,297.00614285714283,3363.276938775507,757.4536734693878,59401.228571428575
200.0,4191.83,28.8,237.0,294.51693565400853,3802.4643881856778,325.2670464135021,58903.38713080171
200.0,4357.84,31.0,217.0,287.83161405529967,3496.8183410138404,324.79018433179726,57566.32281105993
200.0,4038.11,29.2,55.0,283.1450163636364,3553.9265454545425,448.7130909090909,56629.00327272728
200.0,4145.19,28.6,52.0,278.44135480769233,3793.804999999996,242.31596153846155,55688.27096153847
200.0,4287.47,28.4,36.0,270.3302263888889,3174.316666666664,203.2508333333333,54066.045277777775
200.0,4265.21,30.9,45.0,266.70194111111107,3108.199333333331,179.68222222222224,53340.388222222224
200.0,4100.28,29.9,26.0,256.7449038461538,3800.415384615383,805.6653846153847,51348.980769230766
200.0,4162.84,30.7,93.0,253.84620860215043,3575.730645161283,122.48849462365591,50769.241720430095
200.0,4422.9,29.1,58.0,253.12579137931036,3281.2099999999973,379.05689655172415,50625.15827586207
200.0,4294.3,29.3,43.0,248.12701627906972,3850.393255813951,169.90069767441858,49625.40325581395
200.0,4533.05,30.2,1054.0,228.9089907020874,3759.1434345351354,-7.378690702087281,45781.79814041747
200.0,4490.43,31.0,222.0,227.85934887387387,2984.708603603608,97.75126126126126,45571.86977477477
200.0,4164.93,29.8,978.0,223.16323650306765,3684.8242944785643,18.162883435582817,44632.64730061353
200.0,4361.41,29.6,1093.0,222.14577108874667,3681.28496797807,-4.777044830741082,44429.15421774934
200.0,4491.23,31.1,617.0,221.9057269854132,3486.0372447325612,211.77168557536461,44381.14539708264
200.0,4442.28,30.7,581.0,219.60008803786567,3522.142891566249,179.87075731497404,43920.01760757314
200.0,4218.2,29.9,548.0,217.3022494525547,3708.9877372262636,266.9844160583941,43460.44989051094
200.0,4109.8,30.3,244.0,215.88476311475412,3760.5639344262463,67.11983606557378,43176.952622950834
200.0,3963.84,30.8,430.0,214.52709895348843,3727.2315581395414,229.22451162790696,42905.419790697684
200.0,4367.49,31.0,428.0,213.5385245327103,3703.8366822430003,173.76074766355137,42707.704906542065
200.0,4480.67,30.7,370.0,211.4303140540541,2880.075378378386,39.37743243243243,42286.062810810814
200.0,4152.26,29.1,332.0,210.31631716867483,3726.334879518095,223.11590361445772,42063.26343373497
200.0,4268.65,29.0,1048.0,209.61687838740477,3694.858396946596,57.15659351145038,41923.375677480944
200.0,4235.1,29.7,413.0,209.55602167070225,3678.190823244564,116.11980629539954,41911.20433414045
200.0,4024.92,31.5,99.0,204.5421838383838,3559.539999999993,284.85131313131313,40908.43676767676
200.0,4242.1,30.3,522.0,203.85564406130263,3031.0410344827465,67.08777777777777,40771.128812260526
200.0,4273.79,30.2,605.0,203.3652554545453,3311.7929090908824,40.69719008264463,40673.05109090906
200.0,4324.06,31.1,1026.0,202.6746162768031,3534.456959064327,44.906159844054564,40534.92325536062
200.0,4015.88,28.9,213.0,202.26177042253525,4025.6800000000144,91.23323943661973,40452.35408450705
200.0,4094.5,30.4,131.0,201.4003248091604,4073.2825954198547,146.81290076335878,40280.064961832075
200.0,4164.85,31.4,1013.0,200.11526648568605,3536.855824284302,22.862230997038488,40023.053297137216
200.0,4472.3,31.0,1065.0,200.0543539906104,3501.304075117375,24.866253521126765,40010.87079812207
200.0,4169.77,30.4,1053.0,198.79410365622036,3593.079211775881,31.602867996201336,39758.820731244065
200.0,4443.98,30.6,1007.0,198.24262864945388,3513.3690764647486,46.81722939424033,39648.525729890775
200.0,4102.11,30.9,999.0,197.83657777777776,3504.1604904904875,34.497407407407394,39567.31555555556
200.0,4344.31,31.1,581.0,197.73691643717723,3158.5795180722753,154.0385370051635,39547.38328743545
200.0,4420.86,30.5,878.0,197.657037357631,3772.8128359908956,71.05875854214122,39531.4074715262
200.0,4416.24,30.1,1004.0,197.34931070717136,3508.726254980083,18.977719123505974,39469.86214143427
200.0,4157.73,30.7,457.0,196.8490368708971,2799.0028008752633,19.53236323851203,39369.80737417942
200.0,4197.78,30.8,1041.0,196.68682036503367,3539.264207492801,43.146167146974065,39337.364073006735
200.0,4210.25,31.2,956.0,196.46821511506272,3558.3096652719605,47.8530230125523,39293.64302301254
200.0,4406.83,30.6,581.0,196.14508149741815,3186.451497418231,25.048106712564536,39229.016299483636
200.0,4180.98,28.8,1013.0,196.1348405725568,3518.792319842057,30.71873642645608,39226.96811451136
200.0,4311.77,28.9,422.0,195.9731267772512,3786.0352606635124,81.90123222748814,39194.62535545024
200.0,4325.84,31.1,636.0,195.9624529874213,3056.145959119483,-1.1218710691823846,39192.490597484255
200.0,4229.53,30.2,435.0,195.77039390804592,2817.1085517241304,41.84655172413793,39154.07878160918
200.0,4311.58,28.8,1149.0,195.6379540469974,3696.191331592695,118.71436031331594,39127.59080939948
200.0,4255.86,28.3,406.0,194.73138793103453,3750.8274384236547,244.81073891625607,38946.27758620691
200.0,3965.91,30.1,658.0,194.71068047112453,3097.933571428559,44.781246200607896,38942.13609422491
200.0,4478.87,30.1,974.0,194.6225936344969,3543.5506878850056,96.32029774127305,38924.51872689938
200.0,4229.33,30.8,1012.0,194.5176723814229,3498.4418972331996,22.740405138339923,38903.53447628458
200.0,4091.88,31.0,431.0,194.29228665893265,2978.986566125276,23.475406032482606,38858.45733178653
200.0,4016.79,30.5,1024.0,194.1914472167969,3504.3539941406275,54.78798828125,38838.289443359376
200.0,4445.9,29.8,994.0,193.7600992957747,3564.6400201207243,93.26293762575455,38752.019859154934
200.0,4336.9,29.9,43.0,193.5948488372093,3545.2093023255793,311.75116279069766,38718.96976744186
200.0,4194.81,30.1,914.0,193.52139628008757,3594.7502954048164,51.064409190372004,38704.27925601751
200.0,4527.99,30.4,974.0,193.4580840862423,3637.820965092408,35.49277207392196,38691.61681724846
200.0,4160.03,29.8,991.0,192.7429433400605,3482.842290615533,43.95041372351164,38548.588668012104
200.0,4408.98,29.8,998.0,191.5222889779559,3536.7153707414827,42.68030060120239,38304.45779559119
200.0,4477.27,30.0,985.0,191.49093954314728,3623.5597055837634,33.85662944162436,38298.18790862945
200.0,4285.27,31.4,193.0,191.49031476683936,3774.682694300518,51.874559585492236,38298.06295336787
200.0,4039.61,30.6,572.0,191.4804494755244,3037.392220279703,40.237534965034946,38296.08989510488
200.0,4139.69,29.5,1050.0,191.24427328571429,3545.088933333338,17.890485714285703,38248.85465714286
200.0,4290.38,28.6,921.0,190.34690868621072,3669.4850705754698,92.19373507057549,38069.38173724214
200.0,4190.04,30.3,999.0,190.09769339339337,3471.2204604604576,95.5803803803804,38019.53867867867
200.0,4222.99,29.1,980.0,189.38642938775507,3561.552663265303,22.4225,37877.28587755102
200.0,4230.81,30.1,690.0,189.2749547826087,3110.716623188396,57.25244927536232,37854.99095652174
200.0,3981.49,29.0,982.0,188.97296104887985,3518.949256619143,52.74885947046841,37794.59220977596
200.0,4125.59,30.4,706.0,188.952167917847,3156.075269121807,44.84216713881021,37790.43358356941
200.0,4508.16,29.5,954.0,188.85506965408808,3525.3276624737914,30.943081761006297,37771.01393081761
200.0,4090.73,28.2,504.0,188.6687145833332,3289.4412103174413,169.10408730158733,37733.74291666664
200.0,3989.6,29.3,881.0,188.23567758229288,3483.6944040862677,27.477775255391585,37647.13551645858
200.0,4313.34,30.1,923.0,187.61865373781143,3561.191668472368,13.65240520043337,37523.730747562295
200.0,4524.49,30.9,601.0,187.59068460898493,2950.4066555740283,72.63608985024959,37518.136921796984
200.0,4464.22,28.9,994.0,187.4740115694165,3539.2093259557305,-4.930754527162977,37494.802313883294
200.0,4278.16,29.4,1041.0,187.23035917387128,3563.227243035546,18.95871277617676,37446.07183477426
200.0,4364.39,28.5,1020.0,186.85142877450983,3526.584098039221,36.163421568627456,37370.28575490197
200.0,4541.59,29.8,641.0,186.7494588143525,3190.260780031186,66.61787831513256,37349.8917628705
200.0,4521.54,30.2,972.0,186.69168497942383,3556.7484259259213,21.872314814814814,37338.336995884776
200.0,4482.8,29.5,931.0,186.61817244897955,3554.2754887218,2.2521267454350133,37323.63448979591
200.0,4186.36,29.0,229.0,186.2036733624454,3246.5117030567735,124.88235807860264,37240.73467248908
200.0,4252.22,28.6,942.0,185.90847001061576,3658.0097558386447,39.18679405520169,37181.69400212315
200.0,4249.08,29.9,973.0,185.84183093525183,3530.5812024666006,60.791767728674216,37168.36618705036
200.0,4331.3,29.3,617.0,185.54107674230136,3059.005494327374,5.41163695299838,37108.215348460275
200.0,4512.96,30.7,70.0,185.36498285714285,3810.768285714287,121.13971428571429,37072.99657142857
200.0,4470.06,28.6,1013.0,185.32696224086877,3512.4737709772976,69.65924975320826,37065.39244817374
200.0,4098.0,29.1,868.0,184.55907885944697,3508.144827188934,47.12543778801844,36911.81577188939
200.0,3989.74,28.7,1004.0,184.28808351593625,3602.6077390438263,38.78954183266932,36857.616703187254
200.0,3969.44,29.2,985.0,183.3858444670051,3533.6589441624355,57.449441624365505,36677.168893401016
200.0,4416.32,28.4,619.0,183.2656603392568,3084.6185298869004,69.4059450726979,36653.13206785136
200.0,3960.78,28.9,1031.0,183.1809092628516,3529.675392822508,32.51674102812804,36636.18185257032
200.0,4273.78,30.6,281.0,182.79094483985767,2959.9195729537387,113.81103202846975,36558.18896797153
200.0,4309.99,28.3,949.0,182.73837571127495,3494.2054267650074,95.57003161222337,36547.675142255
200.0,3989.35,28.3,580.0,182.2765039655172,3180.245931034469,46.024344827586205,36455.300793103444
200.0,4007.69,29.6,465.0,182.10544666666655,2830.042903225793,42.91567741935486,36421.089333333315
200.0,4045.15,29.5,1051.0,181.58265704091343,3588.5021217887775,17.020247383444335,36316.53140818269
200.0,4416.97,30.7,598.0,181.27233277591964,3338.5450836120253,15.94304347826087,36254.46655518393
200.0,4111.41,28.4,1053.0,180.8290437796772,3526.1010921177663,40.364453941120594,36165.80875593543
200.0,4250.42,28.2,972.0,180.56899264403285,3522.115041152256,73.86311728395059,36113.79852880657
200.0,4452.47,30.9,251.0,180.19588585657377,3304.563067729094,151.48741035856568,36039.17717131476
200.0,4278.42,28.2,566.0,179.29990088339218,3055.4706183745484,33.468922261484096,35859.980176678444
200.0,4187.51,28.4,989.0,179.22729024266934,3558.799332659252,62.36468149646109,35845.458048533874
200.0,4473.91,28.7,153.0,178.07654379084968,3716.9588888888893,9.648562091503276,35615.30875816994
200.0,4049.78,28.8,266.0,178.01500338345863,3284.3537969924823,-6.321541353383468,35603.00067669173
200.0,4370.8,29.6,240.0,177.9161727083334,3200.8301666666725,391.834375,35583.23454166668
200.0,4211.47,30.0,563.0,177.16319600355234,2962.209822380096,64.40806394316165,35432.63920071047
200.0,4178.42,29.1,626.0,176.7811097444089,3103.8996485622856,46.01351437699681,35356.22194888179
200.0,4539.34,29.5,287.0,176.0361461672474,2860.891916376311,6.319895470383281,35207.22923344948
200.0,3993.97,29.0,564.0,176.02950381205667,2954.549237588642,74.82315602836877,35205.900762411344
200.0,4204.31,30.0,252.0,175.70691884920635,2804.517222222225,40.67607142857143,35141.383769841275
200.0,4096.01,29.9,634.0,172.66048351735012,2958.038391167184,77.70957413249214,34532.09670347002
200.0,4037.37,28.7,703.0,171.1850550497866,3054.689843527727,30.369530583214793,34237.01100995732
200.0,4203.45,28.4,619.0,170.30678812600965,3030.62353796445,41.0119547657512,34061.357625201934
200.0,4127.4,28.7,24.0,169.18092916666666,4437.307083333334,167.92875,33836.18583333333
200.0,3958.77,31.2,305.0,168.9511042622951,2803.591672131149,91.46852459016394,33790.22085245902
200.0,4217.68,28.4,626.0,164.2137993610223,2979.345431309896,3.6725878594249206,32842.759872204464
200.0,4459.45,29.0,25.0,163.486356,3369.831600000001,1046.6396,32697.271200000003
200.0,4213.06,31.4,644.0,159.12549891304346,3059.8615838509304,22.04875776397515,31825.099782608697
200.0,4435.43,31.5,639.0,158.8249291862285,3031.2001877934313,15.05325508607199,31764.985837245702
200.0,4155.49,30.8,23.0,154.03142173913042,2584.5952173913033,77.18478260869564,30806.284347826084
200.0,4467.94,30.6,33.0,152.17701212121213,2735.3193939393946,-20.735151515151518,30435.402424242424
200.0,4040.61,29.2,617.0,151.0752489465154,3715.99773095624,106.93730956239867,30215.049789303077
200.0,4491.47,30.4,691.0,149.36508039073806,3125.8425470332845,36.30811866859624,29873.01607814761
200.0,4082.74,31.2,595.0,147.16287689075625,3384.1475798319248,49.651327731092444,29432.57537815125
200.0,4004.56,30.4,28.0,146.04633214285712,3510.2907142857157,-86.73857142857143,29209.266428571427
200.0,4281.97,29.4,37.0,144.60948108108107,2412.208378378379,178.41216216216216,28921.896216216213
200.0,4436.44,30.0,683.0,143.7925664714495,2873.7263836017573,62.122196193265,28758.513294289896
200.0,4443.02,28.3,90.0,142.28994666666662,4456.777333333323,79.222,28457.989333333324
200.0,4301.76,31.3,1365.0,139.45120941391932,3639.6751282051077,98.6153992673993,27890.241882783863
200.0,4419.22,31.1,712.0,139.22703356741576,3654.9473314606853,32.61710674157303,27845.40671348316
200.0,4208.76,30.6,617.0,136.93329319286872,2819.868962722852,44.981247974068076,27386.658638573743
200.0,4463.63,28.6,750.0,136.54306180000003,3651.958680000002,80.33901333333334,27308.612360000003
200.0,4260.87,30.5,656.0,135.8527902439024,2760.889923780482,83.12849085365853,27170.55804878048
200.0,3992.41,29.5,688.0,135.81306199127906,2842.1414970930186,33.18093023255814,27162.612398255813
200.0,4231.41,30.6,1264.0,133.85974359177203,3839.849873417696,103.31261075949375,26771.948718354408
200.0,4060.32,28.7,19.0,133.72182105263158,4086.330526315791,89.25999999999999,26744.364210526313
200.0,4174.65,29.5,1295.0,133.3930584942084,3662.03115830114,133.5102702702703,26678.61169884168
200.0,4346.21,29.3,451.0,133.21886407982268,3916.8730598669713,45.45141906873615,26643.772815964534
200.0,4050.65,31.0,480.0,133.2120997916667,3938.8083333333416,169.1303749999999,26642.419958333343
200.0,4147.23,30.7,689.0,132.5589003628447,3032.496400580549,14.681059506531204,26511.780072568938
200.0,4521.29,30.0,1289.0,132.08134321179202,3523.962024825429,153.2142979053531,26416.268642358402
200.0,4133.2,29.7,672.0,131.95500208333337,3454.427023809532,140.93946428571425,26391.000416666673
200.0,4498.97,30.4,1375.0,131.901496290909,3591.525592727254,127.83984727272733,26380.299258181793
200.0,4498.83,30.1,1412.0,131.30084922096304,3647.318703965975,90.69667847025494,26260.16984419261
200.0,4462.4,28.8,684.0,131.24868771929832,3568.0177923976717,146.09869883040932,26249.73754385966
200.0,4390.98,29.9,1385.0,131.1416777978338,3611.0890758122514,93.1123321299639,26228.33555956676
200.0,4323.99,29.9,986.0,130.51196156186603,3937.2869878295983,178.50725152129826,26102.392312373206
200.0,3987.82,30.5,1402.0,129.38281180456477,3592.248815977147,61.10420114122684,25876.562360912954
200.0,4406.75,30.5,1508.0,126.3055950596816,3601.2167307692116,39.892334217506644,25261.11901193632
200.0,4259.93,28.3,1349.0,125.85419103039278,3557.551964418067,119.36281690140845,25170.838206078555
200.0,4280.2,28.5,673.0,125.29035676077268,2960.4749925705823,17.295468053491835,25058.071352154537
200.0,4277.93,31.5,621.0,125.28046095008044,3075.9289694041745,65.54727858293079,25056.09219001609
200.0,4354.75,28.2,23.0,125.0451239130435,4005.628695652175,1789.387391304348,25009.0247826087
200.0,3997.24,29.4,506.0,124.22424318181824,3904.5286166008023,64.34452569169959,24844.848636363648
200.0,4500.53,29.7,1426.0,123.6480742286114,3538.7243969144292,75.31513323983171,24729.61484572228
200.0,4277.61,29.2,1421.0,123.53304651653752,3623.569035890194,77.84251935256859,24706.609303307505
200.0,4283.84,28.6,694.0,123.3812840778098,2799.39484149856,26.2971325648415,24676.25681556196
200.0,4179.24,29.8,614.0,123.05313786644945,2805.0625895765315,-9.685179153094461,24610.627573289887
200.0,4088.28,29.0,58.0,122.74925948275865,3395.975862068967,174.8760344827586,24549.85189655172
200.0,4476.94,30.4,674.0,121.76072470326402,2829.766602373874,17.806231454005935,24352.144940652805
200.0,4411.99,28.8,1492.0,121.46108793565674,3531.393203753332,105.45280160857912,24292.21758713135
200.0,4476.16,30.2,803.0,120.57585180572852,2875.185778331258,18.410734744707344,24115.170361145705
200.0,4331.66,30.5,672.0,120.12737410714286,3189.191517857143,14.042232142857136,24025.474821428572
200.0,4073.59,30.1,648.0,119.22477114197524,2806.591466049368,50.859058641975295,23844.954228395047
200.0,4535.19,29.0,777.0,118.6757012226512,2856.646975546972,29.583359073359073,23735.140244530245
200.0,4316.36,29.2,786.0,116.87572201017812,2812.71344783715,17.333244274809157,23375.144402035625
200.0,4141.5,30.8,715.0,116.17047405594398,2928.532727272716,30.24516083916085,23234.094811188796
200.0,4221.35,28.3,857.0,113.51068926487744,2936.5445390898394,14.736021003500586,22702.13785297549
200.0,4501.06,29.6,600.0,105.78448016666664,2776.337833333323,47.452866666666665,21156.896033333327
200.0,4171.43,28.8,48.0,102.42156458333336,3108.0625000000023,73.45041666666667,20484.312916666666
200.0,4280.12,31.1,696.0,98.28723117816088,2751.3914511494154,23.84875,19657.446235632175
200.0,4125.47,30.5,936.0,77.194418429487,2867.9385683760306,-3.3315918803418763,15438.883685897397
200.0,4335.87,30.4,858.0,75.02430815850794,3510.0190675990234,1.1269463869463894,15004.861631701588
200.0,4080.41,29.9,789.0,69.32965893536107,2745.800583016447,2.3713814955640036,13865.931787072212
85.0,2145.09,23.3,698.0,724.1343709758976,3469.3273782234974,-0.5330659025787894,61551.42153295129
85.0,2230.06,23.4,674.0,724.0383588758946,3549.332270029674,106.94574183976253,61543.260504451035
85.0,2334.16,22.2,340.0,702.4713453287197,3108.226882352945,82.59629411764705,59710.064352941175
85.0,2269.77,22.4,695.0,691.2105440541684,3536.7044892086374,43.025712230215845,58752.896244604315
85.0,2236.12,22.3,675.0,688.3150368627452,3465.8031851851815,17.888874074074057,58506.77813333333
85.0,2332.0,21.9,699.0,683.9979116384752,3492.6055793991445,-26.556051502145902,58139.82248927039
85.0,2376.26,23.2,326.0,663.6633511367737,3100.2740797546026,84.75984662576684,56411.38484662577
85.0,2393.45,22.9,321.0,662.893839105736,3700.8401869159093,152.9143302180685,56345.97632398757
85.0,2322.71,21.2,703.0,656.1047704794578,3519.028506401144,41.66532005689901,55768.90549075392
85.0,2381.94,21.1,702.0,655.1715915870624,3541.3286324786386,37.14782051282049,55689.585284900306
85.0,2210.83,22.8,315.0,645.7362207282914,2989.1774920634934,126.62222222222226,54887.57876190477
85.0,2135.24,22.9,270.0,624.0090749455339,3440.7081481481705,408.0643333333332,53040.771370370385
85.0,2249.91,23.4,251.0,620.1310400749943,3589.799561753012,166.5810756972112,52711.13840637452
85.0,2172.93,22.9,195.0,616.8636006033183,3841.867282051297,283.46030769230765,52433.40605128206
85.0,2269.47,23.1,224.0,608.8084469537818,3749.943303571447,408.8559374999999,51748.717991071455
85.0,2201.62,22.5,312.0,598.4759558823529,3045.3919551282024,85.83352564102564,50870.456249999996
85.0,2343.96,21.0,259.0,591.9479395866457,3527.649806949831,233.9250579150579,50315.57486486489
85.0,2347.59,23.1,181.0,584.6637335066625,3874.154530386752,215.3329834254143,49696.417348066316
85.0,2333.68,22.5,320.0,584.4462963235296,3687.9872812500216,250.19009375000002,49677.93518750002
85.0,2175.91,21.6,167.0,571.6905663966186,3821.3420359281477,389.2710778443114,48593.69814371258
85.0,2133.31,23.4,205.0,568.6988045911048,3658.544682926843,241.85663414634155,48339.398390243914
85.0,2338.23,23.2,752.0,567.4123321339168,3592.1634441488936,192.20712765957444,48230.048231382934
85.0,2159.29,22.7,35.0,561.7408134453781,3502.0028571428534,206.66914285714284,47747.96914285713
85.0,2337.8,23.0,848.0,559.3915531354047,3506.6710731131716,77.59915094339621,47548.282016509394
85.0,2196.12,22.5,182.0,553.6009179056239,3729.7721428571526,58.311373626373616,47056.07802197803
85.0,2290.14,22.4,271.0,551.5818793140876,3593.4607011070348,229.35476014760147,46884.45974169744
85.0,2157.08,22.2,813.0,547.5177764271755,3583.7813653136113,63.51892988929888,46539.01099630992
85.0,2356.36,22.8,240.0,533.6104735294119,3523.59475000002,358.4804999999999,45356.89025000002
85.0,2142.86,22.5,276.0,524.1288478260873,3539.0639130435015,188.7359782608696,44550.952065217425
85.0,2284.44,22.8,669.0,518.4979261408596,3548.151524663643,132.89865470852016,44072.32372197306
85.0,2349.73,23.2,58.0,516.9143833671399,3303.1058620689614,679.816724137931,43937.7225862069
85.0,2405.66,22.5,163.0,513.6125456513894,3338.797055214719,168.46871165644174,43657.066380368095
85.0,2339.22,23.3,40.0,512.2897647058824,3326.6792499999974,159.42575000000002,43544.63
85.0,2236.48,22.6,53.0,511.70640843507215,3355.1288679245254,146.4441509433962,43495.04471698114
85.0,2352.11,21.6,248.0,511.65279886148033,3767.6529032258304,275.57370967741934,43490.48790322583
85.0,2224.53,21.9,79.0,510.94688905435584,3566.898607594932,224.86417721518987,43430.48556962024
85.0,2151.2,21.6,745.0,503.5007917883928,3628.3154630872064,128.77398657718118,42797.56730201338
85.0,2296.32,22.9,148.0,497.944472972973,3925.859054054055,248.94952702702702,42325.28020270271
85.0,2195.43,21.9,45.0,497.1600209150326,3621.1011111111075,184.02066666666664,42258.60177777778
85.0,2209.93,21.5,836.0,493.8391654939485,3615.391818181792,45.905550239234444,41976.32906698562
85.0,2127.73,23.2,171.0,493.1343027175783,3891.788128654979,259.23345029239766,41916.41573099416
85.0,2365.14,21.9,46.0,491.3187519181585,3519.8921739130396,37.17565217391303,41762.09391304348
85.0,2116.47,21.9,41.0,490.7900946915351,3430.3953658536557,558.9382926829269,41717.158048780475
85.0,2235.64,21.7,61.0,489.4877936354868,3692.98327868852,187.13983606557377,41606.46245901638
85.0,2116.07,22.3,238.0,489.2241532377659,3626.365714285736,164.34067226890758,41584.0530252101
85.0,2364.66,21.0,54.0,488.31861002178647,3498.140185185182,234.60833333333335,41507.08185185185
85.0,2322.74,22.7,52.0,487.9386628959275,3871.9357692307653,345.6025,41474.78634615385
85.0,2139.72,21.5,215.0,484.5921636114913,3471.382000000014,129.25190697674418,41190.33390697676
85.0,2289.51,22.1,51.0,484.158059976932,3815.4017647058795,218.26666666666668,41153.43509803921
85.0,2389.59,22.2,34.0,479.867955017301,3281.868529411763,-54.839411764705865,40788.77617647059
85.0,2269.68,21.1,63.0,474.1350961718021,3452.1112698412653,153.457619047619,40301.48317460317
85.0,2117.65,21.7,39.0,470.2277104072398,3877.5517948717925,359.6933333333333,39969.35538461539
85.0,2101.85,22.1,55.0,469.6139401069519,3304.929999999997,129.5749090909091,39917.18490909091
85.0,2216.41,22.9,66.0,464.809174688057,3393.7951515151476,311.52863636363634,39508.77984848485
85.0,2111.39,22.0,36.0,457.435362745098,3184.1577777777757,272.34805555555556,38882.00583333333
85.0,2265.63,21.5,31.0,455.2123111954459,3990.2412903225795,1642.7406451612906,38693.0464516129
85.0,2208.66,22.0,159.0,451.0536078431372,3532.963836477984,304.50477987421385,38339.55666666666
85.0,2251.82,21.3,177.0,451.0094582917914,3641.9732203389863,253.77649717514126,38335.80395480227
85.0,2260.96,23.2,55.0,439.7591593582888,3234.1069090909064,138.4398181818182,37379.528545454545
85.0,2188.14,23.5,955.0,436.6890552510013,3670.1898848167916,80.88975916230366,37118.569696335115
85.0,2129.0,22.5,45.0,430.7800575163399,3384.0771111111085,113.22777777777777,36616.30488888889
85.0,2304.82,21.1,18.0,426.4622679738562,3741.8200000000006,56.845,36249.29277777778
85.0,2140.17,23.3,314.0,420.9366155863621,3674.2326433121234,176.06885350318467,35779.612324840775
85.0,2117.16,21.0,41.0,420.5076700143471,3774.5817073170697,524.3995121951219,35743.1519512195
85.0,2378.11,22.7,753.0,416.1272630263261,3584.3952058433,28.097184594953518,35370.81735723772
85.0,2347.34,23.2,464.0,412.1351906693711,3740.5051077586195,282.336099137931,35031.49120689655
85.0,2294.54,22.7,1103.0,410.7140459708819,3728.933318223059,15.360317316409795,34910.69390752496
85.0,2209.16,23.2,425.0,409.3020182698962,3718.436847058826,156.18764705882356,34790.671552941174
85.0,2136.75,21.9,1075.0,409.2081173187418,3756.3962697674765,18.684679069767427,34782.68997209307
85.0,2100.34,23.3,118.0,408.3518075772681,3689.326779661011,28.220084745762698,34709.903644067796
85.0,2121.91,22.2,1050.0,407.0872152380955,3632.343009523833,73.44228571428572,34602.41329523812
85.0,2161.39,23.2,135.0,406.0637777777778,3617.7151111111043,178.67192592592593,34515.42111111111
85.0,2332.42,21.0,993.0,403.82612736212354,3701.4726283988257,-13.094702920443094,34325.2208257805
85.0,2390.0,22.8,1084.0,400.6357685044501,3717.6016697417263,-21.130350553505533,34054.04032287826
